Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
2014,Sochi,Skiing,Nordic Combined,NOR,Men,Sprint K120,Gold,"GRAABAK, Joergen"
2014,Sochi,Skiing,Nordic Combined,NOR,Men,Sprint K120,Silver,"MOAN, Magnus Hovdal"
2014,Sochi,Skiing,Nordic Combined,AUT,Men,"Team, 4X5 KM",Bronze,AUT
2014,Sochi,Skiing,Nordic Combined,GER,Men,"Team, 4X5 KM",Silver,GER
2014,Sochi,Skiing,Nordic Combined,NOR,Men,"Team, 4X5 KM",Gold,NOR
2014,Sochi,Skiing,Ski Jumping,AUT,Women,K90 Individual,Silver,"IRASCHKO-STOLZ, Daniela"
2014,Sochi,Skiing,Ski Jumping,FRA,Women,K90 Individual,Bronze,"MATTEL, Coline"
2014,Sochi,Skiing,Ski Jumping,GER,Women,K90 Individual,Gold,"VOGT, Carina"
2014,Sochi,Skiing,Ski Jumping,JPN,Men,Large Hill,Silver,"KASAI, Noriaki"
2014,Sochi,Skiing,Ski Jumping,NOR,Men,Normal Hill,Bronze,"BARDAL, Anders"
2014,Sochi,Skiing,Ski Jumping,POL,Men,Large Hill,Gold,"STOCH, Kamil"
2014,Sochi,Skiing,Ski Jumping,POL,Men,Normal Hill,Gold,"STOCH, Kamil"
2014,Sochi,Skiing,Ski Jumping,SLO,Men,Large Hill,Bronze,"PREVC, Peter"
2014,Sochi,Skiing,Ski Jumping,SLO,Men,Normal Hill,Silver,"PREVC, Peter"
2014,Sochi,Skiing,Ski Jumping,AUT,Men,Teams,Silver,AUT
2014,Sochi,Skiing,Ski Jumping,GER,Men,Teams,Gold,GER
2014,Sochi,Skiing,Ski Jumping,JPN,Men,Teams,Bronze,JPN
2014,Sochi,Skiing,Snowboard,AUS,Women,Half-Pipe,Silver,"BRIGHT, Torah"
2014,Sochi,Skiing,Snowboard,AUT,Men,Parallel Slalom,Bronze,"KARL, Benjamin"
2014,Sochi,Skiing,Snowboard,AUT,Women,Parallel Slalom,Gold,"DUJMOVITS, Julia"
2014,Sochi,Skiing,Snowboard,CAN,Men,Slopestyle,Bronze,"MCMORRIS, Mark"
2014,Sochi,Skiing,Snowboard,CAN,Women,Snowboard Cross,Silver,"MALTAIS, Dominique"
2014,Sochi,Skiing,Snowboard,CZE,Women,Snowboard Cross,Gold,"SAMKOVA, Eva"
2014,Sochi,Skiing,Snowboard,FIN,Women,Slopestyle,Silver,"RUKAJARVI, Enni"
2014,Sochi,Skiing,Snowboard,FRA,Men,Snowboard Cross,Gold,"VAULTIER, Pierre"
2014,Sochi,Skiing,Snowboard,FRA,Women,Snowboard Cross,Bronze,"TRESPEUCH, Chloe"
2014,Sochi,Skiing,Snowboard,GBR,Women,Slopestyle,Bronze,"JONES, Jenny"
2014,Sochi,Skiing,Snowboard,GER,Women,Parallel Slalom,Bronze,"KOBER, Amelie"
2014,Sochi,Skiing,Snowboard,GER,Women,Parallel Slalom,Silver,"KARSTENS, Anke"
2014,Sochi,Skiing,Snowboard,JPN,Men,Half-Pipe,Bronze,"HIRAOKA, Taku"
2014,Sochi,Skiing,Snowboard,JPN,Men,Half-Pipe,Silver,"HIRANO, Ayumu"
2014,Sochi,Skiing,Snowboard,JPN,Women,Giant Parall.S.,Silver,"TAKEUCHI, Tomoka"
2014,Sochi,Skiing,Snowboard,NOR,Men,Slopestyle,Silver,"SANDBECH, Staale"
2014,Sochi,Skiing,Snowboard,RUS,Men,Giant Parall.S.,Gold,"WILD, Vic"
2014,Sochi,Skiing,Snowboard,RUS,Men,Parallel Slalom,Gold,"WILD, Vic"
2014,Sochi,Skiing,Snowboard,RUS,Men,Snowboard Cross,Silver,"OLYUNIN, Nikolay"
2014,Sochi,Skiing,Snowboard,RUS,Women,Giant Parall.S.,Bronze,"ZAVARZINA, Alena"
2014,Sochi,Skiing,Snowboard,SLO,Men,Giant Parall.S.,Bronze,"KOSIR, Zan"
2014,Sochi,Skiing,Snowboard,SLO,Men,Parallel Slalom,Silver,"KOSIR, Zan"
2014,Sochi,Skiing,Snowboard,SUI,Men,Giant Parall.S.,Silver,"GALMARINI, Nevin"
2014,Sochi,Skiing,Snowboard,SUI,Men,Half-Pipe,Gold,"PODLADTCHIKOV, Iouri"
2014,Sochi,Skiing,Snowboard,SUI,Women,Giant Parall.S.,Gold,"KUMMER, Patrizia"
2014,Sochi,Skiing,Snowboard,USA,Men,Slopestyle,Gold,"KOTSENBURG, Sage"
2014,Sochi,Skiing,Snowboard,USA,Men,Snowboard Cross,Bronze,"DEIBOLD, Alex"
2014,Sochi,Skiing,Snowboard,USA,Women,Half-Pipe,Bronze,"CLARK, Kelly"
2014,Sochi,Skiing,Snowboard,USA,Women,Half-Pipe,Gold,"FARRINGTON, Kaitlyn"
2014,Sochi,Skiing,Snowboard,USA,Women,Slopestyle,Gold,"ANDERSON, Jamie"
2018,PyeongChang,Biathlon,Biathlon,GER,Men,10 kilometres Sprint,Gold,Arnd Peiffer
2018,PyeongChang,Biathlon,Biathlon,CZE,Men,10 kilometres Sprint,Silver,Michal Krčmář
2018,PyeongChang,Biathlon,Biathlon,ITA,Men,10 kilometres Sprint,Bronze,Dominik Windisch
2018,PyeongChang,Biathlon,Biathlon,FRA,Men,12.5 kilometres Pursuit,Gold,Martin Fourcade
2018,PyeongChang,Biathlon,Biathlon,SWE,Men,12.5 kilometres Pursuit,Silver,Sebastian Samuelsson
2018,PyeongChang,Biathlon,Biathlon,GER,Men,12.5 kilometres Pursuit,Bronze,Benedikt Doll
2018,PyeongChang,Biathlon,Biathlon,FRA,Men,15 kilometres Mass Start,Gold,Martin Fourcade
2018,PyeongChang,Biathlon,Biathlon,GER,Men,15 kilometres Mass Start,Silver,Simon Schempp
2018,PyeongChang,Biathlon,Biathlon,NOR,Men,15 kilometres Mass Start,Bronze,Emil Hegle Svendsen
2018,PyeongChang,Biathlon,Biathlon,NOR,Men,20 kilometres,Gold,Johannes Thingnes Bø
2018,PyeongChang,Biathlon,Biathlon,SLO,Men,20 kilometres,Silver,Jakov Fak
2018,PyeongChang,Biathlon,Biathlon,AUT,Men,20 kilometres,Bronze,Dominik Landertinger
2018,PyeongChang,Biathlon,Biathlon,SWE,Men,4 × 7.5 kilometres Relay,Gold,Sweden
2018,PyeongChang,Biathlon,Biathlon,NOR,Men,4 × 7.5 kilometres Relay,Silver,Norway
2018,PyeongChang,Biathlon,Biathlon,GER,Men,4 × 7.5 kilometres Relay,Bronze,Germany
2018,PyeongChang,Biathlon,Biathlon,GER,Women,7.5 kilometres Sprint,Gold,Laura Dahlmeier
2018,PyeongChang,Biathlon,Biathlon,NOR,Women,7.5 kilometres Sprint,Silver,Marte Olsbu
2018,PyeongChang,Biathlon,Biathlon,CZE,Women,7.5 kilometres Sprint,Bronze,Veronika Vítková
2018,PyeongChang,Biathlon,Biathlon,GER,Women,10 kilometres Pursuit,Gold,Laura Dahlmeier
2018,PyeongChang,Biathlon,Biathlon,SVK,Women,10 kilometres Pursuit,Silver,Anastasia Kuzmina
2018,PyeongChang,Biathlon,Biathlon,FRA,Women,10 kilometres Pursuit,Bronze,Anaïs Bescond
2018,PyeongChang,Biathlon,Biathlon,SVK,Women,12.5 kilometres Mass Start,Gold,Anastasia Kuzmina
2018,PyeongChang,Biathlon,Biathlon,BLR,Women,12.5 kilometres Mass Start,Silver,Daria Domrachava
2018,PyeongChang,Biathlon,Biathlon,NOR,Women,12.5 kilometres Mass Start,Bronze,Tiril Eckhoff
2018,PyeongChang,Biathlon,Biathlon,SWE,Women,15 kilometres,Gold,Hanna Öberg
2018,PyeongChang,Biathlon,Biathlon,SVK,Women,15 kilometres,Silver,Anastasia Kuzmina
2018,PyeongChang,Biathlon,Biathlon,GER,Women,15 kilometres,Bronze,Laura Dahlmeier
2018,PyeongChang,Biathlon,Biathlon,BLR,Women,4 × 6 kilometres Relay,Gold,Belarus
2018,PyeongChang,Biathlon,Biathlon,SWE,Women,4 × 6 kilometres Relay,Silver,Sweden
2018,PyeongChang,Biathlon,Biathlon,FRA,Women,4 × 6 kilometres Relay,Bronze,France
2018,PyeongChang,Biathlon,Biathlon,FRA,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Gold,France
2018,PyeongChang,Biathlon,Biathlon,NOR,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Silver,Norway
2018,PyeongChang,Biathlon,Biathlon,ITA,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Bronze,Italy
2018,PyeongChang,Bobsleigh,Bobsleigh,CAN,Men,Two,Gold,Canada
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Men,Two,Gold,Germany
2018,PyeongChang,Bobsleigh,Bobsleigh,LAT,Men,Two,Bronze,Latvia 2
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Open,Four,Gold,Germany 2
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Open,Four,Silver,Germany
2018,PyeongChang,Bobsleigh,Bobsleigh,KOR,Open,Four,Silver,Republic
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Women,Two,Gold,Germany 1
2018,PyeongChang,Bobsleigh,Bobsleigh,USA,Women,Two,Silver,United States 1
2018,PyeongChang,Bobsleigh,Bobsleigh,CAN,Women,Two,Bronze,Canada 1
2018,PyeongChang,Bobsleigh,Skeleton,KOR,Men,Skeleton,Gold,Yun Seong-Bin
2018,PyeongChang,Bobsleigh,Skeleton,ROC,Men,Skeleton,Silver,Nikita Tregubov
2018,PyeongChang,Bobsleigh,Skeleton,GBR,Men,Skeleton,Bronze,Dom Parsons
2018,PyeongChang,Bobsleigh,Skeleton,GBR,Women,Skeleton,Gold,Lizzy Yarnold
2018,PyeongChang,Bobsleigh,Skeleton,GER,Women,Skeleton,Silver,Jacqueline Lölling
2018,PyeongChang,Bobsleigh,Skeleton,GBR,Women,Skeleton,Bronze,Laura Deas
2018,PyeongChang,Curling,Curling,USA,Men,Curling,Gold,United States
2018,PyeongChang,Curling,Curling,SWE,Men,Curling,Silver,Sweden
2018,PyeongChang,Curling,Curling,SUI,Men,Curling,Bronze,Switzerland
2018,PyeongChang,Curling,Curling,SWE,Women,Curling,Gold,Sweden
2018,PyeongChang,Curling,Curling,KOR,Women,Curling,Silver,Republic of Korea
2018,PyeongChang,Curling,Curling,JPN,Women,Curling,Bronze,Japan
2018,PyeongChang,Curling,Curling,CAN,Mixed,Mixed Doubles,Gold,Canada
2018,PyeongChang,Curling,Curling,SUI,Mixed,Mixed Doubles,Silver,Switzerland
2018,PyeongChang,Curling,Curling,NOR,Mixed,Mixed Doubles,Bronze,Norway
2018,PyeongChang,Figure Skating,Figure Skating,JPN,Men,Singles,Gold,Yuzuru Hanyu
2018,PyeongChang,Figure Skating,Figure Skating,JPN,Men,Singles,Silver,Shoma Uno
2018,PyeongChang,Figure Skating,Figure Skating,ESP,Men,Singles,Bronze,Javier Fernández
2018,PyeongChang,Figure Skating,Figure Skating,ROC,Women,Singles,Gold,Alina Zagitova
2018,PyeongChang,Figure Skating,Figure Skating,ROC,Women,Singles,Silver,Yevgeniya Medvedeva
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Women,Singles,Bronze,Kaetlyn Osmond
2018,PyeongChang,Figure Skating,Figure Skating,GER,Mixed,Pairs,Gold,Germany 1
2018,PyeongChang,Figure Skating,Figure Skating,CHN,Mixed,Pairs,Silver,People's Republic of China 1
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Mixed,Pairs,Bronze,Canada 1
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Mixed,Ice Dancing,Gold,Canada 1
2018,PyeongChang,Figure Skating,Figure Skating,FRA,Mixed,Ice Dancing,Silver,France 1
2018,PyeongChang,Figure Skating,Figure Skating,USA,Mixed,Ice Dancing,Bronze,United States 2
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Mixed,Team,Gold,Canada
2018,PyeongChang,Figure Skating,Figure Skating,ROC,Mixed,Team,Silver,Olympic Athletes from Russia
2018,PyeongChang,Figure Skating,Figure Skating,USA,Mixed,Team,Bronze,United States
2018,PyeongChang,Ice Hockey,Ice Hockey,ROC,Men,Ice Hockey,Gold,Olympic Athletes from Russia
2018,PyeongChang,Ice Hockey,Ice Hockey,GER,Men,Ice Hockey,Silver,Germany
2018,PyeongChang,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Bronze,Canada
2018,PyeongChang,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Gold,United States
2018,PyeongChang,Ice Hockey,Ice Hockey,CAN,Women,Ice Hockey,Silver,Canada
2018,PyeongChang,Ice Hockey,Ice Hockey,FIN,Women,Ice Hockey,Bronze,Finland
2018,PyeongChang,Luge,Luge,AUT,Men,Singles,Gold,David Gleirscher
2018,PyeongChang,Luge,Luge,USA,Men,Singles,Silver,Chris Mazdzer
2018,PyeongChang,Luge,Luge,GER,Men,Singles,Bronze,Johannes Ludwig
2018,PyeongChang,Luge,Luge,GER,Open,Doubles,Gold,Germany 1
2018,PyeongChang,Luge,Luge,AUT,Open,Doubles,Silver,Austria 1
2018,PyeongChang,Luge,Luge,GER,Open,Doubles,Bronze,Germany 2
2018,PyeongChang,Luge,Luge,GER,Women,Singles,Gold,Natalie Geisenberger
2018,PyeongChang,Luge,Luge,GER,Women,Singles,Silver,Dajana Eitberger
2018,PyeongChang,Luge,Luge,CAN,Women,Singles,Bronze,Alex Gough
2018,PyeongChang,Luge,Luge,GER,Mixed,Team Relay,Gold,Germany
2018,PyeongChang,Luge,Luge,CAN,Mixed,Team Relay,Silver,Canada
2018,PyeongChang,Luge,Luge,AUT,Mixed,Team Relay,Bronze,Austria
2018,PyeongChang,Skating,Short Track Speed Skating,CHN,Men,500 metres,Gold,Wu Dajing
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,500 metres,Silver,Hwang Dae-Heon
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,500 metres,Bronze,Im Hyo-Jun
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Men,"1,000 metres",Gold,Samuel Girard
2018,PyeongChang,Skating,Short Track Speed Skating,USA,Men,"1,000 metres",Silver,John-Henry Krueger
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,"1,000 metres",Bronze,Seo I-Ra
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,"1,500 metres",Gold,Im Hyo-Jun
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Men,"1,500 metres",Silver,Sjinkie Knegt
2018,PyeongChang,Skating,Short Track Speed Skating,ROC,Men,"1,500 metres",Bronze,Semyon Yelistratov
2018,PyeongChang,Skating,Short Track Speed Skating,HUN,Men,"5,000 metres Relay",Gold,Hungary
2018,PyeongChang,Skating,Short Track Speed Skating,CHN,Men,"5,000 metres Relay",Silver,People's Republic of China
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Men,"5,000 metres Relay",Bronze,Canada
2018,PyeongChang,Skating,Short Track Speed Skating,ITA,Women,500 metres,Gold,Arianna Fontana
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Women,500 metres,Silver,Yara van Kerkhof
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Women,500 metres,Bronze,Kim Boutin
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Women,"1,000 metres",Gold,Suzanne Schulting
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Women,"1,000 metres",Silver,Kim Boutin
2018,PyeongChang,Skating,Short Track Speed Skating,ITA,Women,"1,000 metres",Bronze,Arianna Fontana
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Women,"1,500 metres",Gold,Choi Min-Jeong
2018,PyeongChang,Skating,Short Track Speed Skating,CHN,Women,"1,500 metres",Silver,Li Jinyu
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Women,"1,500 metres",Bronze,Kim Boutin
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Women,"3,000 metres Relay",Gold,Republic of Korea
2018,PyeongChang,Skating,Short Track Speed Skating,ITA,Women,"3,000 metres Relay",Silver,Italy
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Women,"3,000 metres Relay",Bronze,Netherlands
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Downhill,Gold,Aksel Lund Svindal
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Downhill,Silver,Kjetil Jansrud
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Men,Downhill,Bronze,Beat Feuz
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Super G,Gold,Matthias Mayer
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Men,Super G,Silver,Beat Feuz
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Super G,Bronze,Kjetil Jansrud
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Gold,Marcel Hirscher
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Men,Giant Slalom,Silver,Henrik Kristoffersen
2018,PyeongChang,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Bronze,Alexis Pinturault
2018,PyeongChang,Skiing,Alpine Skiing,SWE,Men,Slalom,Gold,André Myhrer
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Men,Slalom,Silver,Ramon Zenhäusern
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Slalom,Bronze,Michael Matt
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Men,Combined,Gold,Marcel Hirscher
2018,PyeongChang,Skiing,Alpine Skiing,FRA,Men,Combined,Silver,Alexis Pinturault
2018,PyeongChang,Skiing,Alpine Skiing,FRA,Men,Combined,Bronze,Victor Muffat-Jeandet
2018,PyeongChang,Skiing,Alpine Skiing,ITA,Women,Downhill,Gold,Sofia Goggia
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Women,Downhill,Silver,Ragnhild Mowinckel
2018,PyeongChang,Skiing,Alpine Skiing,USA,Women,Downhill,Bronze,Lindsey Vonn
2018,PyeongChang,Skiing,Alpine Skiing,CZE,Women,Super G,Gold,Ester Ledecká
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Women,Super G,Silver,Anna Veith
2018,PyeongChang,Skiing,Alpine Skiing,LIE,Women,Super G,Bronze,Tina Weirather
2018,PyeongChang,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Gold,Mikaela Shiffrin
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Women,Giant Slalom,Silver,Ragnhild Mowinckel
2018,PyeongChang,Skiing,Alpine Skiing,ITA,Women,Giant Slalom,Bronze,Federica Brignone
2018,PyeongChang,Skiing,Alpine Skiing,SWE,Women,Slalom,Gold,Frida Hansdotter
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Women,Slalom,Silver,Wendy Holdener
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Women,Slalom,Bronze,Katharina Gallhuber
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Women,Combined,Gold,Michelle Gisin
2018,PyeongChang,Skiing,Alpine Skiing,USA,Women,Combined,Silver,Mikaela Shiffrin
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Women,Combined,Bronze,Wendy Holdener
2018,PyeongChang,Skiing,Alpine Skiing,SUI,Mixed,Team,Gold,Switzerland
2018,PyeongChang,Skiing,Alpine Skiing,AUT,Mixed,Team,Silver,Austria
2018,PyeongChang,Skiing,Alpine Skiing,NOR,Mixed,Team,Bronze,Norway
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,Sprint,Gold,Johannes Høsflot Klæbo
2018,PyeongChang,Skiing,Cross Country Skiing,ITA,Men,Sprint,Silver,Federico Pellegrino
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,Sprint,Bronze,Aleksandr Bolshunov
2018,PyeongChang,Skiing,Cross Country Skiing,SUI,Men,15 kilometres,Gold,Dario Cologna
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,15 kilometres,Silver,Simen Hegstad Krüger
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,15 kilometres,Bronze,Denis Spitsov
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Men,50 kilometres,Gold,Iivo Niskanen
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,50 kilometres,Silver,Aleksandr Bolshunov
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,50 kilometres,Bronze,Andrey Larkov
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,30 kilometres Skiathlon,Gold,Simen Hegstad Krüger
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,30 kilometres Skiathlon,Silver,Martin Johnsrud Sundby
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,30 kilometres Skiathlon,Bronze,Hans Christer Holund
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,4 × 10 kilometres Relay,Gold,Norway
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,4 × 10 kilometres Relay,Silver,Olympic Athletes from Russia
2018,PyeongChang,Skiing,Cross Country Skiing,FRA,Men,4 × 10 kilometres Relay,Bronze,France
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Men,Team Sprint,Gold,Norway
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Men,Team Sprint,Silver,Olympic Athletes from Russia
2018,PyeongChang,Skiing,Cross Country Skiing,FRA,Men,Team Sprint,Bronze,France
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,Sprint,Gold,Stina Nilsson
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,Sprint,Silver,Maiken Caspersen Falla
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Women,Sprint,Bronze,Yuliya Belorukova
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,10 kilometres,Gold,Ragnhild Haga
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,10 kilometres,Silver,Charlotte Kalla
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Women,10 kilometres,Bronze,Krista P
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,10 kilometres,Bronze,Marit Bj
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,30 kilometres,Gold,Marit Bjørgen
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Women,30 kilometres,Silver,Krista Pärmäkoski
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,30 kilometres,Bronze,Stina Nilsson
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,15 kilometres Skiathlon,Gold,Charlotte Kalla
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,15 kilometres Skiathlon,Silver,Marit Bjørgen
2018,PyeongChang,Skiing,Cross Country Skiing,FIN,Women,15 kilometres Skiathlon,Bronze,Krista Pärmäkoski
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,4 × 5 kilometres Relay,Gold,Norway
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,4 × 5 kilometres Relay,Silver,Sweden
2018,PyeongChang,Skiing,Cross Country Skiing,ROC,Women,4 × 5 kilometres Relay,Bronze,Olympic Athletes from Russia
2018,PyeongChang,Skiing,Cross Country Skiing,USA,Women,Team Sprint,Gold,United States
2018,PyeongChang,Skiing,Cross Country Skiing,SWE,Women,Team Sprint,Silver,Sweden
2018,PyeongChang,Skiing,Cross Country Skiing,NOR,Women,Team Sprint,Bronze,Norway
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Men,Moguls,Gold,Mikaël Kingsbury
2018,PyeongChang,Skiing,Freestyle Skiing,AUS,Men,Moguls,Silver,Matt Graham
2018,PyeongChang,Skiing,Freestyle Skiing,JPN,Men,Moguls,Bronze,Daichi Hara
2018,PyeongChang,Skiing,Freestyle Skiing,UKR,Men,Aerials,Gold,Oleksandr Abramenko
2018,PyeongChang,Skiing,Freestyle Skiing,CHN,Men,Aerials,Silver,Jia Zongyang
2018,PyeongChang,Skiing,Freestyle Skiing,ROC,Men,Aerials,Bronze,Ilya Burov
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Men,Ski Cross,Gold,Brady Leman
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Men,Ski Cross,Silver,Marc Bischofberger
2018,PyeongChang,Skiing,Freestyle Skiing,ROC,Men,Ski Cross,Bronze,Sergey Ridzik
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Men,Halfpipe,Gold,David Wise
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Men,Halfpipe,Silver,Alex Ferreira
2018,PyeongChang,Skiing,Freestyle Skiing,NZL,Men,Halfpipe,Bronze,Nico Porteous
2018,PyeongChang,Skiing,Freestyle Skiing,NOR,Men,Slopestyle,Gold,Øystein Bråten
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Men,Slopestyle,Silver,Nick Goepper
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Men,Slopestyle,Bronze,Alex Beaulieu-Marchand
2018,PyeongChang,Skiing,Freestyle Skiing,FRA,Women,Moguls,Gold,Perrine Laffont
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Moguls,Silver,Justine Dufour-Lapointe
2018,PyeongChang,Skiing,Freestyle Skiing,KAZ,Women,Moguls,Bronze,Yuliya Galysheva
2018,PyeongChang,Skiing,Freestyle Skiing,BLR,Women,Aerials,Gold,Hanna Huskova
2018,PyeongChang,Skiing,Freestyle Skiing,CHN,Women,Aerials,Silver,Zhang Xin
2018,PyeongChang,Skiing,Freestyle Skiing,CHN,Women,Aerials,Bronze,Kong Fanyu
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Gold,Kelsey Serwa
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Silver,Britt Phelan
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Women,Ski Cross,Bronze,Fanny Smith
2018,PyeongChang,Skiing,Freestyle Skiing,CAN,Women,Halfpipe,Gold,Cassie Sharpe
2018,PyeongChang,Skiing,Freestyle Skiing,FRA,Women,Halfpipe,Silver,Marie Martinod
2018,PyeongChang,Skiing,Freestyle Skiing,USA,Women,Halfpipe,Bronze,Brita Sigourney
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Women,Slopestyle,Gold,Sarah Höfflin
2018,PyeongChang,Skiing,Freestyle Skiing,SUI,Women,Slopestyle,Silver,Mathilde Gremaud
2018,PyeongChang,Skiing,Freestyle Skiing,GBR,Women,Slopestyle,Bronze,Izzy Atkin
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Normal Hill / 10 km, Individual",Gold,Eric Frenzel
2018,PyeongChang,Skiing,Nordic Combined,JPN,Men,"Normal Hill / 10 km, Individual",Silver,Akito Watabe
2018,PyeongChang,Skiing,Nordic Combined,AUT,Men,"Normal Hill / 10 km, Individual",Bronze,Lukas Klapfer
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Large Hill / 10 km, Individual",Gold,Johannes Rydzek
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Large Hill / 10 km, Individual",Silver,Fabian Rießle
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,"Large Hill / 10 km, Individual",Bronze,Eric Frenzel
2018,PyeongChang,Skiing,Nordic Combined,GER,Men,Team,Gold,Germany
2018,PyeongChang,Skiing,Nordic Combined,NOR,Men,Team,Silver,Norway
2018,PyeongChang,Skiing,Nordic Combined,AUT,Men,Team,Bronze,Austria
2018,PyeongChang,Skiing,Ski Jumping,GER,Men,"Normal Hill, Individual",Gold,Andreas Wellinger
2018,PyeongChang,Skiing,Ski Jumping,NOR,Men,"Normal Hill, Individual",Silver,Johann André Forfang
2018,PyeongChang,Skiing,Ski Jumping,NOR,Men,"Normal Hill, Individual",Bronze,Robert Johansson
